CASEID,age,sex,education,weekly_working_hours,salary
25363,20-29,Male,Non-university postsecondary certificate or diploma,40,45000
25364,40-49,Female,University degree or certificate,21,26000
25364,40-49,Male,University degree or certificate,50,0
25365,40-49,Male,Graduated high school or partial postsecondary education,40,50000
25366,40-49,Male,Non-university postsecondary certificate or diploma,40,35000
25367,50-59,Female,Non-university postsecondary certificate or diploma,40,34000
25367,50-59,Male,Non-university postsecondary certificate or diploma,35,24000
25367,20-29,Male,Less than high school graduation,40,16500
25369,20-29,Male,University degree or certificate,37.5,38000
25370,60-69,Female,Non-university postsecondary certificate or diploma,24,16000
25371,30-39,Female,Graduated high school or partial postsecondary education,50,65000
25371,30-39,Male,Graduated high school or partial postsecondary education,40,57500
25372,40-49,Male,Non-university postsecondary certificate or diploma,40,10000
25373,40-49,Female,Graduated high school or partial postsecondary education,70,42000
25373,50-59,Male,Less than high school graduation,70,0
25376,50-59,Male,University degree or certificate,50,4500
25377,30-39,Female,Graduated high school or partial postsecondary education,12,6500
25378,50-59,Female,Non-university postsecondary certificate or diploma,40,44000
25378,16-19,Male,Graduated high school or partial postsecondary education,17.5,12500
25379,40-49,Male,Non-university postsecondary certificate or diploma,35,0
25381,30-39,Male,University degree or certificate,40,60000
25381,30-39,Female,University degree or certificate,35,85000
25382,30-39,Female,University degree or certificate,40,4100
25383,20-29,Male,Graduated high school or partial postsecondary education,48,60000
25383,20-29,Female,Graduated high school or partial postsecondary education,36,33000
25385,30-39,Male,Less than high school graduation,44,44000
25385,40-49,Male,Graduated high school or partial postsecondary education,44,27000
25387,50-59,Female,University degree or certificate,23,19000
25389,30-39,Female,University degree or certificate,50,190000
25392,60-69,Male,Non-university postsecondary certificate or diploma,40,77500
25392,60-69,Female,Non-university postsecondary certificate or diploma,35,46000
25393,40-49,Male,Less than high school graduation,60,26000
25394,60-69,Female,Less than high school graduation,20,0
25394,60-69,Male,Less than high school graduation,30,0
25395,30-39,Female,Non-university postsecondary certificate or diploma,17.5,12500
25395,30-39,Male,Less than high school graduation,40,50000
25396,30-39,Male,Less than high school graduation,40,60000
25397,50-59,Male,Non-university postsecondary certificate or diploma,84,50000
25397,40-49,Female,University degree or certificate,32,26000
25399,30-39,Male,Non-university postsecondary certificate or diploma,40,77500
25399,40-49,Female,University degree or certificate,48,240000
25399,20-29,Male,Graduated high school or partial postsecondary education,20,11000
25399,16-19,Female,Less than high school graduation,8,6500
25401,30-39,Male,University degree or certificate,40,97500
25401,20-29,Female,University degree or certificate,40,72500
25402,40-49,Male,Non-university postsecondary certificate or diploma,45,0
25403,70+,Female,Graduated high school or partial postsecondary education,15,0
25404,40-49,Male,University degree or certificate,40,0
25404,30-39,Female,Non-university postsecondary certificate or diploma,37.5,85000
25406,70+,Female,Non-university postsecondary certificate or diploma,40,3100
25406,70+,Male,Less than high school graduation,40,0
25407,50-59,Male,Non-university postsecondary certificate or diploma,65,115000
25407,20-29,Male,Graduated high school or partial postsecondary education,40,47000
25407,20-29,Male,Non-university postsecondary certificate or diploma,60,65000
25408,60-69,Male,University degree or certificate,30,0
25408,40-49,Female,University degree or certificate,12.5,21000
25408,16-19,Female,Less than high school graduation,7.5,1500
25408,16-19,Male,Less than high school graduation,30,200
25410,50-59,Female,University degree or certificate,40,92500
25410,50-59,Male,Graduated high school or partial postsecondary education,44,110000
25411,50-59,Male,Graduated high school or partial postsecondary education,37,52500
25411,40-49,Female,Non-university postsecondary certificate or diploma,40,65000
25412,20-29,Male,Graduated high school or partial postsecondary education,40,43000
25412,30-39,Female,Non-university postsecondary certificate or diploma,36,44000
25413,50-59,Male,Graduated high school or partial postsecondary education,50,23000
25413,20-29,Male,Less than high school graduation,45,31000
25413,20-29,Female,Graduated high school or partial postsecondary education,40,11000
25414,40-49,Female,University degree or certificate,37.5,41000
25416,50-59,Male,Non-university postsecondary certificate or diploma,40,57500
25416,40-49,Female,Graduated high school or partial postsecondary education,25,19500
25417,40-49,Female,Non-university postsecondary certificate or diploma,45,70000
25417,20-29,Male,Graduated high school or partial postsecondary education,25,1900
25417,16-19,Female,Less than high school graduation,10,6750
25417,16-19,Female,Less than high school graduation,15,5500
25418,40-49,Female,Non-university postsecondary certificate or diploma,37.5,40000
25418,40-49,Male,Non-university postsecondary certificate or diploma,24,31000
25418,20-29,Female,Non-university postsecondary certificate or diploma,40,24000
25419,60-69,Male,Less than high school graduation,12,0
25420,30-39,Male,Graduated high school or partial postsecondary education,30,14000
25421,30-39,Male,University degree or certificate,37.9,110000
25421,20-29,Female,University degree or certificate,24,43000
25422,30-39,Male,Graduated high school or partial postsecondary education,45,67500
25422,20-29,Female,University degree or certificate,40,44000
25424,50-59,Male,Non-university postsecondary certificate or diploma,40,48000
25424,40-49,Female,Non-university postsecondary certificate or diploma,40,48000
25425,40-49,Male,Non-university postsecondary certificate or diploma,24,31000
25426,30-39,Female,University degree or certificate,30,100000
25427,50-59,Female,Less than high school graduation,45,7500
25427,16-19,Female,Graduated high school or partial postsecondary education,12,13000
25427,16-19,Female,Less than high school graduation,24,4200
25428,30-39,Female,University degree or certificate,36.2,52500
25428,30-39,Male,Non-university postsecondary certificate or diploma,35,75000
25429,50-59,Female,Graduated high school or partial postsecondary education,40,48000
25429,40-49,Male,Graduated high school or partial postsecondary education,40,33000
25430,60-69,Female,Graduated high school or partial postsecondary education,28,40000
25432,40-49,Female,University degree or certificate,37.5,120000
25432,40-49,Male,University degree or certificate,40,135000
25434,40-49,Male,Less than high school graduation,40,80000
25434,40-49,Female,Non-university postsecondary certificate or diploma,32,41000
25434,16-19,Female,Graduated high school or partial postsecondary education,32,10500
25435,40-49,Male,University degree or certificate,35,70000
25435,30-39,Female,Non-university postsecondary certificate or diploma,35,48000
25437,20-29,Female,Graduated high school or partial postsecondary education,48,110000
25437,20-29,Male,Non-university postsecondary certificate or diploma,35,8000
25438,40-49,Male,Non-university postsecondary certificate or diploma,40,0
25439,20-29,Female,Graduated high school or partial postsecondary education,60,0
25440,50-59,Male,Graduated high school or partial postsecondary education,60,600000
25440,20-29,Female,Graduated high school or partial postsecondary education,12,7500
25440,16-19,Male,Graduated high school or partial postsecondary education,12,7500
25443,40-49,Female,Non-university postsecondary certificate or diploma,36,62500
25443,50-59,Male,University degree or certificate,40,185000
25443,20-29,Female,Non-university postsecondary certificate or diploma,12,11500
25444,60-69,Female,Non-university postsecondary certificate or diploma,35,6000
25444,30-39,Female,Graduated high school or partial postsecondary education,40,23000
25445,30-39,Female,Non-university postsecondary certificate or diploma,50,0
25445,30-39,Male,Graduated high school or partial postsecondary education,50,57500
25447,40-49,Female,Non-university postsecondary certificate or diploma,37.5,62500
25448,40-49,Female,Graduated high school or partial postsecondary education,15,8000
25448,50-59,Male,Graduated high school or partial postsecondary education,40,62500
25449,40-49,Male,Graduated high school or partial postsecondary education,40,55000
25451,50-59,Male,Less than high school graduation,50,0
25451,50-59,Female,Graduated high school or partial postsecondary education,36.2,67500
25452,20-29,Male,Non-university postsecondary certificate or diploma,40,85000
25452,20-29,Female,University degree or certificate,35,30000
25454,60-69,Female,Non-university postsecondary certificate or diploma,30,44000
25456,30-39,Male,Non-university postsecondary certificate or diploma,40,80000
25457,40-49,Male,University degree or certificate,40,100000
25458,40-49,Female,Non-university postsecondary certificate or diploma,40,30000
